raw_name,canonical_name,match_method,confidence,record_type
Vibe,Vibe,unresolved,0.0,STARTUP
Planbase,Planbase,unresolved,0.0,STARTUP
Sharpe,Sharpe,unresolved,0.0,STARTUP
deepsilicon,deepsilicon,unresolved,0.0,STARTUP
Seals AI,Seals AI,unresolved,0.0,STARTUP
winfunc,winfunc,unresolved,0.0,STARTUP
Mage Legal,Mage Legal,unresolved,0.0,STARTUP
Distro,Distro,unresolved,0.0,STARTUP
Piggy Robotics,Piggy Robotics,unresolved,0.0,STARTUP
Emergent,Emergent,unresolved,0.0,STARTUP
Kura AI,Kura AI,unresolved,0.0,STARTUP
Thunder Compute,Thunder Compute,unresolved,0.0,STARTUP
Brighterway,Brighterway,unresolved,0.0,STARTUP
Zettascale,Zettascale,unresolved,0.0,STARTUP
Praxos,Praxos,unresolved,0.0,STARTUP
The Forecasting Company,The Forecasting Company,unresolved,0.0,STARTUP
Presti AI,Presti AI,unresolved,0.0,STARTUP
Laminar,Laminar,unresolved,0.0,STARTUP
Simple AI,Simple AI,unresolved,0.0,STARTUP
Palmier,Palmier,unresolved,0.0,STARTUP
Cartage,Cartage,unresolved,0.0,STARTUP
RiskAngle,RiskAngle,unresolved,0.0,STARTUP
Odo,Odo,unresolved,0.0,STARTUP
Haystack,Haystack,unresolved,0.0,STARTUP
HeroUI,HeroUI,unresolved,0.0,STARTUP
Rescript,Rescript,unresolved,0.0,STARTUP
Dataleap,Dataleap,unresolved,0.0,STARTUP
Starcloud,Starcloud,unresolved,0.0,STARTUP
Sepal AI,Sepal AI,unresolved,0.0,STARTUP
Orca Client,Orca Client,unresolved,0.0,STARTUP
Voker,Voker,unresolved,0.0,STARTUP
TradeFlow,TradeFlow,unresolved,0.0,STARTUP
Blaze,Blaze,unresolved,0.0,STARTUP
Oway,Oway,unresolved,0.0,STARTUP
SureBright,SureBright,unresolved,0.0,STARTUP
Dayflow,Dayflow,unresolved,0.0,STARTUP
No Logo,No Logo,unresolved,0.0,STARTUP
et al.,et al.,unresolved,0.0,STARTUP
Pharos,Pharos,unresolved,0.0,STARTUP
Pipeshift,Pipeshift,unresolved,0.0,STARTUP
Ficra,Ficra,unresolved,0.0,STARTUP
Henry,Henry,unresolved,0.0,STARTUP
BrowserOS,BrowserOS,unresolved,0.0,STARTUP
Capitol AI,Capitol AI,unresolved,0.0,STARTUP
Merlin AI,Merlin AI,unresolved,0.0,STARTUP
PathPilot,PathPilot,unresolved,0.0,STARTUP
Delineate,Delineate,unresolved,0.0,STARTUP
DreamRP,DreamRP,unresolved,0.0,STARTUP
Riveter,Riveter,unresolved,0.0,STARTUP
Symphony,Symphony,unresolved,0.0,STARTUP
Streamable,Streamable,unresolved,0.0,STARTUP
Gait,Gait,unresolved,0.0,STARTUP
Candle,Candle,unresolved,0.0,STARTUP
Darkgrade,Darkgrade,unresolved,0.0,STARTUP
HealthSpark,HealthSpark,unresolved,0.0,STARTUP
Archil,Archil,unresolved,0.0,STARTUP
Endstack,Endstack,unresolved,0.0,STARTUP
Matcha,Matcha,unresolved,0.0,STARTUP
ISSEN,ISSEN,unresolved,0.0,STARTUP
CTGT,CTGT,unresolved,0.0,STARTUP
Keye,Keye,unresolved,0.0,STARTUP
Luthor,Luthor,unresolved,0.0,STARTUP
Lingo.dev,Lingo.dev,unresolved,0.0,STARTUP
HYBRD,HYBRD,unresolved,0.0,STARTUP
Unusual,Unusual,unresolved,0.0,STARTUP
Stewdio,Stewdio,unresolved,0.0,STARTUP
vly.ai,vly.ai,unresolved,0.0,STARTUP
Abundant,Abundant,unresolved,0.0,STARTUP
Gecko Security,Gecko Security,unresolved,0.0,STARTUP
PermitPortal,PermitPortal,unresolved,0.0,STARTUP
Capy,Capy,unresolved,0.0,STARTUP
Kilvin,Kilvin,unresolved,0.0,STARTUP
Diffusion Studio,Diffusion Studio,unresolved,0.0,STARTUP
Metreecs,Metreecs,unresolved,0.0,STARTUP
ArchiLabs,ArchiLabs,unresolved,0.0,STARTUP
Forerunner AI,Forerunner AI,unresolved,0.0,STARTUP
Laminar,Laminar,unresolved,0.0,STARTUP
Relvy AI,Relvy AI,unresolved,0.0,STARTUP
Careforce,Careforce,unresolved,0.0,STARTUP
Synth,Synth,unresolved,0.0,STARTUP
Vetnio,Vetnio,unresolved,0.0,STARTUP
Tweeks.io,Tweeks.io,unresolved,0.0,STARTUP
Astro,Astro,unresolved,0.0,STARTUP
Closure,Closure,unresolved,0.0,STARTUP
superglue,superglue,unresolved,0.0,STARTUP
Contrario,Contrario,unresolved,0.0,STARTUP
Sublingual,Sublingual,unresolved,0.0,STARTUP
Verbiflow,Verbiflow,unresolved,0.0,STARTUP
Weave,Weave,unresolved,0.0,STARTUP
SalesPatriot,SalesPatriot,unresolved,0.0,STARTUP
Rally,Rally,unresolved,0.0,STARTUP
Tergle,Tergle,unresolved,0.0,STARTUP
Trim,Trim,unresolved,0.0,STARTUP
Oki,Oki,unresolved,0.0,STARTUP
Cifrato,Cifrato,unresolved,0.0,STARTUP
Stillwind,Stillwind,unresolved,0.0,STARTUP
Harbera,Harbera,unresolved,0.0,STARTUP
Cenote,Cenote,unresolved,0.0,STARTUP
Liquid Compute,Liquid Compute,unresolved,0.0,STARTUP
Mundo AI,Mundo AI,unresolved,0.0,STARTUP
General Trajectory,General Trajectory,unresolved,0.0,STARTUP
Agentin AI,Agentin AI,unresolved,0.0,STARTUP
Riviera,Riviera,unresolved,0.0,STARTUP
Confident AI,Confident AI,unresolved,0.0,STARTUP
Calltree,Calltree,unresolved,0.0,STARTUP
Harper,Harper,unresolved,0.0,STARTUP
Mesh,Mesh,unresolved,0.0,STARTUP
Sennu AI,Sennu AI,unresolved,0.0,STARTUP
AfterQuery,AfterQuery,unresolved,0.0,STARTUP
Mastra,Mastra,unresolved,0.0,STARTUP
Wildcard,Wildcard,unresolved,0.0,STARTUP
Woz,Woz,unresolved,0.0,STARTUP
Rebolt,Rebolt,unresolved,0.0,STARTUP
Roark,Roark,unresolved,0.0,STARTUP
Waffle,Waffle,unresolved,0.0,STARTUP
Bluebook,Bluebook,unresolved,0.0,STARTUP
CopyCat,CopyCat,unresolved,0.0,STARTUP
Ergo,Ergo,unresolved,0.0,STARTUP
Dex,Dex,unresolved,0.0,STARTUP
Monte,Monte,unresolved,0.0,STARTUP
Chestnut,Chestnut,unresolved,0.0,STARTUP
Frekil,Frekil,unresolved,0.0,STARTUP
Plexe,Plexe,unresolved,0.0,STARTUP
Kashikoi,Kashikoi,unresolved,0.0,STARTUP
nao Labs,nao Labs,unresolved,0.0,STARTUP
BitBoard,BitBoard,unresolved,0.0,STARTUP
Kanava AI,Kanava AI,unresolved,0.0,STARTUP
Ralo,Ralo,unresolved,0.0,STARTUP
Almond,Almond,unresolved,0.0,STARTUP
Feyn,Feyn,unresolved,0.0,STARTUP
HelixDB,HelixDB,unresolved,0.0,STARTUP
Kaelio,Kaelio,unresolved,0.0,STARTUP
Beluga,Beluga,unresolved,0.0,STARTUP
Clarm,Clarm,unresolved,0.0,STARTUP
Sim,Sim,unresolved,0.0,STARTUP
stratify,stratify,unresolved,0.0,STARTUP
Units,Units,unresolved,0.0,STARTUP
Mbodi AI,Mbodi AI,unresolved,0.0,STARTUP
Kirana AI,Kirana AI,unresolved,0.0,STARTUP
Bluejay,Bluejay,unresolved,0.0,STARTUP
Paper Instruments,Paper Instruments,unresolved,0.0,STARTUP
Freesolo,Freesolo,unresolved,0.0,STARTUP
Sixtyfour,Sixtyfour,unresolved,0.0,STARTUP
Clidey,Clidey,unresolved,0.0,STARTUP
HABIT,HABIT,unresolved,0.0,STARTUP
Morphik,Morphik,unresolved,0.0,STARTUP
Nomi,Nomi,unresolved,0.0,STARTUP
Crimson,Crimson,unresolved,0.0,STARTUP
Lucis,Lucis,unresolved,0.0,STARTUP
QualGent,QualGent,unresolved,0.0,STARTUP
Cactus Compute,Cactus Compute,unresolved,0.0,STARTUP
MorphoAI,MorphoAI,unresolved,0.0,STARTUP
Eloquent AI,Eloquent AI,unresolved,0.0,STARTUP
Hemut,Hemut,unresolved,0.0,STARTUP
Naïve,Naïve,unresolved,0.0,STARTUP
Mesmer,Mesmer,unresolved,0.0,STARTUP
Rimba,Rimba,unresolved,0.0,STARTUP
Nimbic AI,Nimbic AI,unresolved,0.0,STARTUP
Pelica,Pelica,unresolved,0.0,STARTUP
Lumari,Lumari,unresolved,0.0,STARTUP
Vision Lab,Vision Lab,unresolved,0.0,STARTUP
StarSling,StarSling,unresolved,0.0,STARTUP
Sureform,Sureform,unresolved,0.0,STARTUP
Cohesive,Cohesive,unresolved,0.0,STARTUP
Fifth Door,Fifth Door,unresolved,0.0,STARTUP
Dedalus Labs,Dedalus Labs,unresolved,0.0,STARTUP
MangoDesk,MangoDesk,unresolved,0.0,STARTUP
Astor,Astor,unresolved,0.0,STARTUP
Lanesurf,Lanesurf,unresolved,0.0,STARTUP
Liva AI,Liva AI,unresolved,0.0,STARTUP
Playgent,Playgent,unresolved,0.0,STARTUP
LLM Stats,LLM Stats,unresolved,0.0,STARTUP
ContextFort,ContextFort,unresolved,0.0,STARTUP
Topological,Topological,unresolved,0.0,STARTUP
Lotas,Lotas,unresolved,0.0,STARTUP
Wafer,Wafer,unresolved,0.0,STARTUP
Lilac,Lilac,unresolved,0.0,STARTUP
Alter,Alter,unresolved,0.0,STARTUP
Async,Async,unresolved,0.0,STARTUP
Magnitude,Magnitude,unresolved,0.0,STARTUP
Stockline,Stockline,unresolved,0.0,STARTUP
Tesora,Tesora,unresolved,0.0,STARTUP
Panoptive,Panoptive,unresolved,0.0,STARTUP
Induction Labs,Induction Labs,unresolved,0.0,STARTUP
Nexa Labs,Nexa Labs,unresolved,0.0,STARTUP
Riverbank,Riverbank,unresolved,0.0,STARTUP
Interface,Interface,unresolved,0.0,STARTUP
Trace,Trace,unresolved,0.0,STARTUP
GhostEye,GhostEye,unresolved,0.0,STARTUP
Mimos,Mimos,unresolved,0.0,STARTUP
Physical Turing,Physical Turing,unresolved,0.0,STARTUP
Phases,Phases,unresolved,0.0,STARTUP
Manufact,Manufact,unresolved,0.0,STARTUP
Finto,Finto,unresolved,0.0,STARTUP
ProcIndex,ProcIndex,unresolved,0.0,STARTUP
Humoniq,Humoniq,unresolved,0.0,STARTUP
Evergrove,Evergrove,unresolved,0.0,STARTUP
Quotain,Quotain,unresolved,0.0,STARTUP
SigmanticAI,SigmanticAI,unresolved,0.0,STARTUP
Pleom,Pleom,unresolved,0.0,STARTUP
Notte,Notte,unresolved,0.0,STARTUP
Certus AI,Certus AI,unresolved,0.0,STARTUP
KERNEL,KERNEL,unresolved,0.0,STARTUP
Rebulk,Rebulk,unresolved,0.0,STARTUP
Okibi,Okibi,unresolved,0.0,STARTUP
Interfere,Interfere,unresolved,0.0,STARTUP
Bizzy AI,Bizzy AI,unresolved,0.0,STARTUP
Sapien,Sapien,unresolved,0.0,STARTUP
Veritus,Veritus,unresolved,0.0,STARTUP
burnt,burnt,unresolved,0.0,STARTUP
Blue,Blue,unresolved,0.0,STARTUP
Digipals,Digipals,unresolved,0.0,STARTUP
Lapis,Lapis,unresolved,0.0,STARTUP
F2,F2,unresolved,0.0,STARTUP
Brickanta,Brickanta,unresolved,0.0,STARTUP
Structured AI,Structured AI,unresolved,0.0,STARTUP
MOVEdot,MOVEdot,unresolved,0.0,STARTUP
Sylvian,Sylvian,unresolved,0.0,STARTUP
Hyperspell,Hyperspell,unresolved,0.0,STARTUP
Locus,Locus,unresolved,0.0,STARTUP
Sorce,Sorce,unresolved,0.0,STARTUP
Soren,Soren,unresolved,0.0,STARTUP
Bron,Bron,unresolved,0.0,STARTUP
Veria Labs,Veria Labs,unresolved,0.0,STARTUP
Trelium,Trelium,unresolved,0.0,STARTUP
Semble,Semble,unresolved,0.0,STARTUP
Clerked,Clerked,unresolved,0.0,STARTUP
Terrain,Terrain,unresolved,0.0,STARTUP
Allus AI,Allus AI,unresolved,0.0,STARTUP
Sciloop,Sciloop,unresolved,0.0,STARTUP
Logical,Logical,unresolved,0.0,STARTUP
Redapto,Redapto,unresolved,0.0,STARTUP
ComplyDo,ComplyDo,unresolved,0.0,STARTUP
Codyco,Codyco,unresolved,0.0,STARTUP
Lexi,Lexi,unresolved,0.0,STARTUP
Compyle,Compyle,unresolved,0.0,STARTUP
Thesis,Thesis,unresolved,0.0,STARTUP
Pixley AI,Pixley AI,unresolved,0.0,STARTUP
Leadbay,Leadbay,unresolved,0.0,STARTUP
Imagine AI,Imagine AI,unresolved,0.0,STARTUP
Philon,Philon,unresolved,0.0,STARTUP
Narrative,Narrative,unresolved,0.0,STARTUP
Denki,Denki,unresolved,0.0,STARTUP
Lemma,Lemma,unresolved,0.0,STARTUP
Freeport Markets,Freeport Markets,unresolved,0.0,STARTUP
Boom AI,Boom AI,unresolved,0.0,STARTUP
Velvet,Velvet,unresolved,0.0,STARTUP
LunaBill,LunaBill,unresolved,0.0,STARTUP
Antigen,Antigen,unresolved,0.0,STARTUP
Fastshot,Fastshot,unresolved,0.0,STARTUP
MarkIt,MarkIt,unresolved,0.0,STARTUP
Zarna,Zarna,unresolved,0.0,STARTUP
Moss,Moss,unresolved,0.0,STARTUP
Amika,Amika,unresolved,0.0,STARTUP
Rivet,Rivet,unresolved,0.0,STARTUP
ClaimGlide,ClaimGlide,unresolved,0.0,STARTUP
Corvera,Corvera,unresolved,0.0,STARTUP
10x Science,10x Science,unresolved,0.0,STARTUP
Q2Q,Q2Q,unresolved,0.0,STARTUP
Seeing Systems,Seeing Systems,unresolved,0.0,STARTUP
Visibl Semiconductors,Visibl Semiconductors,unresolved,0.0,STARTUP
Assemble,Assemble,unresolved,0.0,STARTUP
Fenrock AI,Fenrock AI,unresolved,0.0,STARTUP
Traverse,Traverse,unresolved,0.0,STARTUP
Approxima,Approxima,unresolved,0.0,STARTUP
InventoryQuant,InventoryQuant,unresolved,0.0,STARTUP
Libra Robotics,Libra Robotics,unresolved,0.0,STARTUP
o11,o11,unresolved,0.0,STARTUP
Corelayer,Corelayer,unresolved,0.0,STARTUP
Inth,Inth,unresolved,0.0,STARTUP
Grade,Grade,unresolved,0.0,STARTUP
Cova,Cova,unresolved,0.0,STARTUP
Dipole Labs,Dipole Labs,unresolved,0.0,STARTUP
Ossus,Ossus,unresolved,0.0,STARTUP
Carrot Labs,Carrot Labs,unresolved,0.0,STARTUP
Litmus,Litmus,unresolved,0.0,STARTUP
Hedge,Hedge,unresolved,0.0,STARTUP
Most Robotic,Most Robotic,unresolved,0.0,STARTUP
Osmaura,Osmaura,unresolved,0.0,STARTUP
Palette,Palette,unresolved,0.0,STARTUP
Discovered Materials,Discovered Materials,unresolved,0.0,STARTUP
Hub,Hub,unresolved,0.0,STARTUP
StableBrowse,StableBrowse,unresolved,0.0,STARTUP
Lab0,Lab0,unresolved,0.0,STARTUP
Ontora,Ontora,unresolved,0.0,STARTUP
Infera,Infera,unresolved,0.0,STARTUP
Archer,Archer,unresolved,0.0,STARTUP
Degla Inc,Degla Inc,unresolved,0.0,STARTUP
Collar,Collar,unresolved,0.0,STARTUP
Tolmo,Tolmo,unresolved,0.0,STARTUP
Revnu,Revnu,unresolved,0.0,STARTUP
Enjamb Labs,Enjamb Labs,unresolved,0.0,STARTUP
Playabl.ai,Playabl.ai,unresolved,0.0,STARTUP
Rindler,Rindler,unresolved,0.0,STARTUP
GitCafe,GitCafe,unresolved,0.0,STARTUP
Torus,Torus,unresolved,0.0,STARTUP
Pango,Pango,unresolved,0.0,STARTUP
Hoplite,Hoplite,unresolved,0.0,STARTUP
Donkey,Donkey,unresolved,0.0,STARTUP
Egoist Machines,Egoist Machines,unresolved,0.0,STARTUP
Parasma,Parasma,unresolved,0.0,STARTUP
Nebula Security,Nebula Security,unresolved,0.0,STARTUP
Enact,Enact,unresolved,0.0,STARTUP
Maingen,Maingen,unresolved,0.0,STARTUP
Bernard,Bernard,unresolved,0.0,STARTUP
Studio,Studio,unresolved,0.0,STARTUP
Understudy Labs,Understudy Labs,unresolved,0.0,STARTUP
Synapse Semiconductor,Synapse Semiconductor,unresolved,0.0,STARTUP
Speko,Speko,unresolved,0.0,STARTUP
LemonLime,LemonLime,unresolved,0.0,STARTUP
Jcode,Jcode,unresolved,0.0,STARTUP
Insurf,Insurf,unresolved,0.0,STARTUP
Instaplay,Instaplay,unresolved,0.0,STARTUP
RealPact,RealPact,unresolved,0.0,STARTUP
Buildbox,Buildbox,unresolved,0.0,STARTUP
Riften,Riften,unresolved,0.0,STARTUP
Bizmark,Bizmark,unresolved,0.0,STARTUP
Alloovium,Alloovium,unresolved,0.0,STARTUP
MOCHI.TV,MOCHI.TV,unresolved,0.0,STARTUP
Audun,Audun,unresolved,0.0,STARTUP
Marble,Marble,unresolved,0.0,STARTUP
Stoa,Stoa,unresolved,0.0,STARTUP
Glen,Glen,unresolved,0.0,STARTUP
Context.dev,Context.dev,unresolved,0.0,STARTUP
Exosat,Exosat,unresolved,0.0,STARTUP
screenpipe,screenpipe,unresolved,0.0,STARTUP
Callbook AI,Callbook AI,unresolved,0.0,STARTUP
Standard Machines,Standard Machines,unresolved,0.0,STARTUP
Pluto,Pluto,unresolved,0.0,STARTUP
Omanta,Omanta,unresolved,0.0,STARTUP
Qlo,Qlo,unresolved,0.0,STARTUP
Tenor,Tenor,unresolved,0.0,STARTUP
Daqstra,Daqstra,unresolved,0.0,STARTUP
LATO,LATO,unresolved,0.0,STARTUP
Neuromorphic,Neuromorphic,unresolved,0.0,STARTUP
Moving Atoms,Moving Atoms,unresolved,0.0,STARTUP
Financial Datasets,Financial Datasets,unresolved,0.0,STARTUP
Luca IQ,Luca IQ,unresolved,0.0,STARTUP
Pacific,Pacific,unresolved,0.0,STARTUP
Lumeria,Lumeria,unresolved,0.0,STARTUP
Familiar,Familiar,unresolved,0.0,STARTUP
Inkbox,Inkbox,unresolved,0.0,STARTUP
Gamgee,Gamgee,unresolved,0.0,STARTUP
Care GP,Care GP,unresolved,0.0,STARTUP
Decawork,Decawork,unresolved,0.0,STARTUP
Pennant,Pennant,unresolved,0.0,STARTUP
Touchy,Touchy,unresolved,0.0,STARTUP
Mireye,Mireye,unresolved,0.0,STARTUP
Lamb Labs,Lamb Labs,unresolved,0.0,STARTUP
83 Sciences,83 Sciences,unresolved,0.0,STARTUP
Palisade,Palisade,unresolved,0.0,STARTUP
Verdict Machine,Verdict Machine,unresolved,0.0,STARTUP
OpenRelay,OpenRelay,unresolved,0.0,STARTUP
Florin,Florin,unresolved,0.0,STARTUP
Locke,Locke,unresolved,0.0,STARTUP
Tracer,Tracer,unresolved,0.0,STARTUP
Wondering,Wondering,unresolved,0.0,STARTUP
OneCLI,OneCLI,unresolved,0.0,STARTUP
Osseus,Osseus,unresolved,0.0,STARTUP
Magma,Magma,unresolved,0.0,STARTUP
Experiential Labs,Experiential Labs,unresolved,0.0,STARTUP
Simantic,Simantic,unresolved,0.0,STARTUP
OpenTag,OpenTag,unresolved,0.0,STARTUP
Lambda Robotics,Lambda Robotics,unresolved,0.0,STARTUP
Sentient OS,Sentient OS,unresolved,0.0,STARTUP
Veeza AI,Veeza AI,unresolved,0.0,STARTUP
Workers IO,Workers IO,unresolved,0.0,STARTUP
antimattr,antimattr,unresolved,0.0,STARTUP
Directed Edge,Directed Edge,unresolved,0.0,STARTUP
JustSpotted,JustSpotted,unresolved,0.0,STARTUP
Canopy Labs,Canopy Labs,unresolved,0.0,STARTUP
Semantics3,Semantics3,unresolved,0.0,STARTUP
Casetext,Casetext,unresolved,0.0,STARTUP
OpenCurriculum,OpenCurriculum,unresolved,0.0,STARTUP
Checkr,Checkr,unresolved,0.0,STARTUP
SalesSift,SalesSift,unresolved,0.0,STARTUP
Weave,Weave,unresolved,0.0,STARTUP
Qventus,Qventus,unresolved,0.0,STARTUP
20n,20n,unresolved,0.0,STARTUP
Zeitview,Zeitview,unresolved,0.0,STARTUP
Yhat,Yhat,unresolved,0.0,STARTUP
Dabble,Dabble,unresolved,0.0,STARTUP
Mashgin,Mashgin,unresolved,0.0,STARTUP
ROSS Intelligence,ROSS Intelligence,unresolved,0.0,STARTUP
Reduced Energy Microsystems,Reduced Energy Microsystems,unresolved,0.0,STARTUP
iSono Health,iSono Health,unresolved,0.0,STARTUP
Algoriz,Algoriz,unresolved,0.0,STARTUP
Pulpix,Pulpix,unresolved,0.0,STARTUP
Superside,Superside,unresolved,0.0,STARTUP
Gecko Robotics,Gecko Robotics,unresolved,0.0,STARTUP
Caper,Caper,unresolved,0.0,STARTUP
Nova,Nova,unresolved,0.0,STARTUP
Farmstead,Farmstead,unresolved,0.0,STARTUP
Sway Finance,Sway Finance,unresolved,0.0,STARTUP
garten,garten,unresolved,0.0,STARTUP
Synvivia,Synvivia,unresolved,0.0,STARTUP
Seerslab,Seerslab,unresolved,0.0,STARTUP
Miso,Miso,unresolved,0.0,STARTUP
Saleswhale,Saleswhale,unresolved,0.0,STARTUP
Scale AI,Scale AI,unresolved,0.0,STARTUP
People.ai,People.ai,unresolved,0.0,STARTUP
Voiceops,Voiceops,unresolved,0.0,STARTUP
Speak,Speak,unresolved,0.0,STARTUP
Scribe,Scribe,unresolved,0.0,STARTUP
Pit.AI,Pit.AI,unresolved,0.0,STARTUP
MDalgorithms Inc.,MDalgorithms Inc.,unresolved,0.0,STARTUP
RankScience,RankScience,unresolved,0.0,STARTUP
Ambient.ai,Ambient.ai,unresolved,0.0,STARTUP
Penny,Penny,unresolved,0.0,STARTUP
Tetra,Tetra,unresolved,0.0,STARTUP
BIOS Health,BIOS Health,unresolved,0.0,STARTUP
Bicycle AI,Bicycle AI,unresolved,0.0,STARTUP
Helix Nanotechnologies,Helix Nanotechnologies,unresolved,0.0,STARTUP
ScopeAI,ScopeAI,unresolved,0.0,STARTUP
VergeSense,VergeSense,unresolved,0.0,STARTUP
Darmiyan,Darmiyan,unresolved,0.0,STARTUP
Mystro,Mystro,unresolved,0.0,STARTUP
Semantix,Semantix,unresolved,0.0,STARTUP
Plasticity,Plasticity,unresolved,0.0,STARTUP
D-ID,D-ID,unresolved,0.0,STARTUP
Percept.AI,Percept.AI,unresolved,0.0,STARTUP
Sourceress,Sourceress,unresolved,0.0,STARTUP
May Mobility,May Mobility,unresolved,0.0,STARTUP
Commissary Club (formerly 70 Million Jobs),Commissary Club (formerly 70 Million Jobs),unresolved,0.0,STARTUP
Lyrebird,Lyrebird,unresolved,0.0,STARTUP
10 By 10,10 By 10,unresolved,0.0,STARTUP
Proven Group,Proven Group,unresolved,0.0,STARTUP
Precious,Precious,unresolved,0.0,STARTUP
Spellbrush,Spellbrush,unresolved,0.0,STARTUP
Promise,Promise,unresolved,0.0,STARTUP
Nuvocargo,Nuvocargo,unresolved,0.0,STARTUP
Cognition IP,Cognition IP,unresolved,0.0,STARTUP
Vathys,Vathys,unresolved,0.0,STARTUP
Naborly,Naborly,unresolved,0.0,STARTUP
SharpestMinds,SharpestMinds,unresolved,0.0,STARTUP
Orangewood Labs,Orangewood Labs,unresolved,0.0,STARTUP
Point API,Point API,unresolved,0.0,STARTUP
Phiar,Phiar,unresolved,0.0,STARTUP
OWNY,OWNY,unresolved,0.0,STARTUP
"numericcal, inc.","numericcal, inc.",unresolved,0.0,STARTUP
Data Driven Bioscience,Data Driven Bioscience,unresolved,0.0,STARTUP
Inscribe,Inscribe,unresolved,0.0,STARTUP
Quickchat AI,Quickchat AI,unresolved,0.0,STARTUP
Rain Neuromorphics,Rain Neuromorphics,unresolved,0.0,STARTUP
BrainHi,BrainHi,unresolved,0.0,STARTUP
Mutiny,Mutiny,unresolved,0.0,STARTUP
Leena AI,Leena AI,unresolved,0.0,STARTUP
Kunduz,Kunduz,unresolved,0.0,STARTUP
Flockjay,Flockjay,unresolved,0.0,STARTUP
Centaur,Centaur,unresolved,0.0,STARTUP
Windsor,Windsor,unresolved,0.0,STARTUP
Community Phone Company,Community Phone Company,unresolved,0.0,STARTUP
Sapling.ai,Sapling.ai,unresolved,0.0,STARTUP
AI Insurance,AI Insurance,unresolved,0.0,STARTUP
Evo.Do,Evo.Do,unresolved,0.0,STARTUP
Docucharm,Docucharm,unresolved,0.0,STARTUP
Askdata,Askdata,unresolved,0.0,STARTUP
Superorder,Superorder,unresolved,0.0,STARTUP
Superb AI,Superb AI,unresolved,0.0,STARTUP
Glide,Glide,unresolved,0.0,STARTUP
Sublime Black,Sublime Black,unresolved,0.0,STARTUP
Mars Auto,Mars Auto,unresolved,0.0,STARTUP
Tailor-ED,Tailor-ED,unresolved,0.0,STARTUP
"OutRival, Inc.","OutRival, Inc.",unresolved,0.0,STARTUP
Playground,Playground,unresolved,0.0,STARTUP
Figments,Figments,unresolved,0.0,STARTUP
Palifer,Palifer,unresolved,0.0,STARTUP
Symplex,Symplex,unresolved,0.0,STARTUP
Well Principled,Well Principled,unresolved,0.0,STARTUP
Lantern,Lantern,unresolved,0.0,STARTUP
GEn1E Lifesciences,GEn1E Lifesciences,unresolved,0.0,STARTUP
Embrace,Embrace,unresolved,0.0,STARTUP
ZETA SURGICAL,ZETA SURGICAL,unresolved,0.0,STARTUP
Milo,Milo,unresolved,0.0,STARTUP
Ramen VR,Ramen VR,unresolved,0.0,STARTUP
Traces,Traces,unresolved,0.0,STARTUP
Flowbot,Flowbot,unresolved,0.0,STARTUP
Phonic,Phonic,unresolved,0.0,STARTUP
StratumAI,StratumAI,unresolved,0.0,STARTUP
FitnessAI,FitnessAI,unresolved,0.0,STARTUP
Taiv,Taiv,unresolved,0.0,STARTUP
Glisten AI,Glisten AI,unresolved,0.0,STARTUP
Ardis AI,Ardis AI,unresolved,0.0,STARTUP
Perceptive Technologies,Perceptive Technologies,unresolved,0.0,STARTUP
Aden,Aden,unresolved,0.0,STARTUP
Terrasoft,Terrasoft,unresolved,0.0,STARTUP
Turing Labs Inc.,Turing Labs Inc.,unresolved,0.0,STARTUP
Skypher,Skypher,unresolved,0.0,STARTUP
DeepSource,DeepSource,unresolved,0.0,STARTUP
PillarPlus,PillarPlus,unresolved,0.0,STARTUP
Zumo Labs,Zumo Labs,unresolved,0.0,STARTUP
Overfit,Overfit,unresolved,0.0,STARTUP
BeGo,BeGo,unresolved,0.0,STARTUP
Recall.ai,Recall.ai,unresolved,0.0,STARTUP
Blue Onion,Blue Onion,unresolved,0.0,STARTUP
Shuttle,Shuttle,unresolved,0.0,STARTUP
Kernal Biologics,Kernal Biologics,unresolved,0.0,STARTUP
Omni,Omni,unresolved,0.0,STARTUP
Atomic,Atomic,unresolved,0.0,STARTUP
Hyper Online,Hyper Online,unresolved,0.0,STARTUP
Cohere,Cohere,unresolved,0.0,STARTUP
Taktile,Taktile,unresolved,0.0,STARTUP
AI.Fashion,AI.Fashion,unresolved,0.0,STARTUP
Glimpse,Glimpse,unresolved,0.0,STARTUP
Fieldguide,Fieldguide,unresolved,0.0,STARTUP
cloud humans,cloud humans,unresolved,0.0,STARTUP
Atomic Industries,Atomic Industries,unresolved,0.0,STARTUP
authzed,authzed,unresolved,0.0,STARTUP
Quadrant Eye,Quadrant Eye,unresolved,0.0,STARTUP
SBX Robotics,SBX Robotics,unresolved,0.0,STARTUP
arnata,arnata,unresolved,0.0,STARTUP
Pibit.ai,Pibit.ai,unresolved,0.0,STARTUP
Vogent,Vogent,unresolved,0.0,STARTUP
Fountain9,Fountain9,unresolved,0.0,STARTUP
Sivo,Sivo,unresolved,0.0,STARTUP
Supadock,Supadock,unresolved,0.0,STARTUP
Emerge Tools,Emerge Tools,unresolved,0.0,STARTUP
Alinea,Alinea,unresolved,0.0,STARTUP
Vapi,Vapi,unresolved,0.0,STARTUP
Mindee,Mindee,unresolved,0.0,STARTUP
True3D,True3D,unresolved,0.0,STARTUP
